***SESSION HEADER***
{
  "Participant": "S09",
  "Timestamp": "15-18-16-21-02-2019"
}
---SESSION HEADER---
Timestamp;Trial;Round;Training;Phase;PhaseLenght;Stimulus;FearObject;BigObject;RealDistance;EstimatedDistance;HeadsetPosition;HeadsetRotation;ControllerPosition;ControllerRotation;EstimatedPosition;TruePosition;
417.7829;7;0;True;Estimation;2.010;FinalWolf;True;False;3.0155;3.2294;(-0.0328, 1.1317, -7.1361);(0.0143, 0.0493, -0.0310, 0.9982);(0.0508, 0.5445, -6.7286);(0.0423, 0.0494, 0.0166, 0.9977);(0.3468, 0.0000, -3.7893);(0.3459, 0.0000, 2.9956);
419.3575;8;0;True;Focus;1.575;empty;empty;empty;7.0000;0.0000;(-0.0322, 1.1314, -7.1351);(0.0157, 0.0494, -0.0319, 0.9981);(0.0516, 0.5438, -6.7284);(0.0440, 0.0513, 0.0135, 0.9976);(0.3468, 0.0000, -3.7893);(0.0000, 0.0000, -7.0000);
419.3689;8;0;True;BeforeFade;0.011;Deer;False;False;2.1726;0.0000;(-0.0322, 1.1313, -7.1350);(0.0157, 0.0494, -0.0319, 0.9981);(0.0516, 0.5438, -6.7283);(0.0440, 0.0513, 0.0133, 0.9976);(0.3468, 0.0000, -3.7893);(-0.2804, 0.0000, 2.1544);
419.4693;8;0;True;Stimuli;0.100;Deer;False;False;2.1726;0.0000;(-0.0325, 1.1314, -7.1353);(0.0156, 0.0489, -0.0317, 0.9982);(0.0514, 0.5438, -6.7285);(0.0439, 0.0514, 0.0135, 0.9976);(0.3468, 0.0000, -3.7893);(-0.2804, 0.0000, 2.1544);
420.4748;8;0;True;AfterFade;1.005;Deer;False;False;2.1726;0.0000;(-0.0327, 1.1316, -7.1358);(0.0141, 0.0471, -0.0314, 0.9983);(0.0195, 0.5348, -6.7369);(0.0699, -0.0502, 0.0401, 0.9955);(0.3468, 0.0000, -3.7893);(-0.2804, 0.0000, 2.1544);
422.0607;8;0;True;Estimation;1.586;Deer;False;False;2.1726;2.2589;(-0.0332, 1.1324, -7.1370);(0.0104, 0.0470, -0.0307, 0.9984);(0.0092, 0.5285, -6.7420);(0.0884, -0.0804, 0.0635, 0.9908);(-0.2906, 0.0000, -4.7599);(-0.2804, 0.0000, 2.1544);
438.1557;1;0;False;Init;16.095;empty;empty;empty;7.0000;0.0000;(-0.0336, 1.1421, -7.1496);(-0.0441, 0.0299, -0.0210, 0.9984);(0.0229, 0.5611, -6.7480);(-0.0305, 0.0357, 0.0170, 0.9988);(-0.2906, 0.0000, -4.7599);(0.0000, 0.0000, -7.0000);
439.7529;1;0;False;Focus;1.597;empty;empty;empty;7.0000;0.0000;(-0.0308, 1.1418, -7.1493);(-0.0408, 0.0333, -0.0285, 0.9982);(0.0185, 0.5644, -6.7495);(-0.0466, 0.0182, 0.0454, 0.9977);(-0.2906, 0.0000, -4.7599);(0.0000, 0.0000, -7.0000);
439.7641;1;0;False;BeforeFade;0.011;Pidgeon;False;False;4.7514;0.0000;(-0.0308, 1.1418, -7.1493);(-0.0407, 0.0334, -0.0285, 0.9982);(0.0185, 0.5644, -6.7497);(-0.0465, 0.0179, 0.0459, 0.9977);(-0.2906, 0.0000, -4.7599);(-0.8368, 0.0000, 4.6771);
439.8644;1;0;False;Stimuli;0.101;Pidgeon;False;False;4.7514;0.0000;(-0.0309, 1.1417, -7.1488);(-0.0407, 0.0339, -0.0284, 0.9982);(0.0181, 0.5640, -6.7499);(-0.0459, 0.0176, 0.0472, 0.9977);(-0.2906, 0.0000, -4.7599);(-0.8368, 0.0000, 4.6771);
440.8698;1;0;False;AfterFade;1.005;Pidgeon;False;False;4.7514;0.0000;(-0.0317, 1.1412, -7.1481);(-0.0387, 0.0312, -0.0241, 0.9985);(0.0180, 0.5609, -6.7493);(-0.0344, 0.0131, 0.0390, 0.9986);(-0.2906, 0.0000, -4.7599);(-0.8368, 0.0000, 4.6771);
441.9867;1;0;False;Estimation;1.117;Pidgeon;False;False;4.7514;5.8995;(-0.0321, 1.1412, -7.1488);(-0.0413, 0.0285, -0.0202, 0.9985);(-0.0123, 0.5632, -6.7576);(-0.0540, -0.0892, 0.0683, 0.9922);(-1.0868, 0.0000, -1.2014);(-0.8368, 0.0000, 4.6771);
443.7737;2;0;False;Focus;1.787;empty;empty;empty;7.0000;0.0000;(-0.0301, 1.1456, -7.1472);(-0.0760, 0.0526, -0.0175, 0.9956);(0.0246, 0.5611, -6.7477);(-0.0313, 0.0312, 0.0276, 0.9986);(-1.0868, 0.0000, -1.2014);(0.0000, 0.0000, -7.0000);
443.7849;2;0;False;BeforeFade;0.011;Squirell;False;False;4.6370;0.0000;(-0.0301, 1.1456, -7.1472);(-0.0763, 0.0530, -0.0174, 0.9955);(0.0246, 0.5610, -6.7477);(-0.0312, 0.0310, 0.0276, 0.9986);(-1.0868, 0.0000, -1.2014);(0.4088, 0.0000, 4.6190);
443.8857;2;0;False;Stimuli;0.101;Squirell;False;False;4.6370;0.0000;(-0.0300, 1.1462, -7.1475);(-0.0782, 0.0549, -0.0176, 0.9953);(0.0238, 0.5613, -6.7482);(-0.0313, 0.0299, 0.0287, 0.9987);(-1.0868, 0.0000, -1.2014);(0.4088, 0.0000, 4.6190);
444.8910;2;0;False;AfterFade;1.005;Squirell;False;False;4.6370;0.0000;(-0.0313, 1.1455, -7.1485);(-0.0715, 0.0485, -0.0172, 0.9961);(0.0250, 0.5416, -6.7440);(0.0329, 0.0313, 0.0401, 0.9982);(-1.0868, 0.0000, -1.2014);(0.4088, 0.0000, 4.6190);
445.7061;2;0;False;Estimation;0.815;Squirell;False;False;4.6370;4.9143;(-0.0311, 1.1457, -7.1488);(-0.0723, 0.0467, -0.0173, 0.9961);(0.0279, 0.5571, -6.7443);(-0.0188, 0.0388, 0.0368, 0.9984);(0.3767, 0.0000, -2.1002);(0.4088, 0.0000, 4.6190);
447.3256;3;0;False;Focus;1.619;empty;empty;empty;7.0000;0.0000;(-0.0322, 1.1437, -7.1469);(-0.0611, 0.0343, -0.0212, 0.9973);(0.0059, 0.5704, -6.7546);(-0.0616, -0.0294, 0.0226, 0.9974);(0.3767, 0.0000, -2.1002);(0.0000, 0.0000, -7.0000);
447.3368;3;0;False;BeforeFade;0.011;Bird;False;False;4.1273;0.0000;(-0.0322, 1.1436, -7.1470);(-0.0608, 0.0340, -0.0212, 0.9973);(0.0059, 0.5704, -6.7545);(-0.0616, -0.0293, 0.0225, 0.9974);(0.3767, 0.0000, -2.1002);(0.1731, 0.0000, 4.1237);
447.4373;3;0;False;Stimuli;0.101;Bird;False;False;4.1273;0.0000;(-0.0327, 1.1435, -7.1473);(-0.0599, 0.0295, -0.0213, 0.9975);(0.0064, 0.5707, -6.7548);(-0.0617, -0.0278, 0.0212, 0.9975);(0.3767, 0.0000, -2.1002);(0.1731, 0.0000, 4.1237);
448.4433;3;0;False;AfterFade;1.006;Bird;False;False;4.1273;0.0000;(-0.0336, 1.1436, -7.1472);(-0.0589, 0.0291, -0.0194, 0.9976);(0.0150, 0.5496, -6.7471);(0.0037, 0.0026, 0.0526, 0.9986);(0.3767, 0.0000, -2.1002);(0.1731, 0.0000, 4.1237);
449.4590;3;0;False;Estimation;1.016;Bird;False;False;4.1273;3.6331;(-0.0334, 1.1439, -7.1483);(-0.0607, 0.0280, -0.0197, 0.9976);(0.0225, 0.5455, -6.7457);(0.0202, 0.0234, 0.0489, 0.9983);(0.1878, 0.0000, -3.3717);(0.1731, 0.0000, 4.1237);
451.2238;4;0;False;Focus;1.765;empty;empty;empty;7.0000;0.0000;(-0.0319, 1.1450, -7.1473);(-0.0616, 0.0297, -0.0224, 0.9974);(0.0261, 0.5654, -6.7493);(-0.0398, 0.0321, 0.0120, 0.9986);(0.1878, 0.0000, -3.3717);(0.0000, 0.0000, -7.0000);
451.2350;4;0;False;BeforeFade;0.011;Goat;False;False;1.9987;0.0000;(-0.0319, 1.1451, -7.1473);(-0.0619, 0.0297, -0.0225, 0.9974);(0.0261, 0.5655, -6.7492);(-0.0398, 0.0321, 0.0123, 0.9986);(0.1878, 0.0000, -3.3717);(-0.5024, 0.0000, 1.9345);
451.3354;4;0;False;Stimuli;0.101;Goat;False;False;1.9987;0.0000;(-0.0321, 1.1445, -7.1475);(-0.0586, 0.0277, -0.0213, 0.9977);(0.0260, 0.5657, -6.7489);(-0.0406, 0.0326, 0.0124, 0.9986);(0.1878, 0.0000, -3.3717);(-0.5024, 0.0000, 1.9345);
452.3407;4;0;False;AfterFade;1.005;Goat;False;False;1.9987;0.0000;(-0.0328, 1.1430, -7.1474);(-0.0531, 0.0228, -0.0201, 0.9981);(-0.0284, 0.5126, -6.7667);(0.1224, -0.1537, 0.0655, 0.9783);(0.1878, 0.0000, -3.3717);(-0.5024, 0.0000, 1.9345);
452.9886;4;0;False;Estimation;0.648;Goat;False;False;1.9987;2.3996;(-0.0331, 1.1432, -7.1482);(-0.0541, 0.0232, -0.0192, 0.9981);(-0.0174, 0.5256, -6.7596);(0.0786, -0.1128, 0.0437, 0.9895);(-0.4879, 0.0000, -4.6505);(-0.5024, 0.0000, 1.9345);
454.6529;5;0;False;Focus;1.664;empty;empty;empty;7.0000;0.0000;(-0.0279, 1.1451, -7.1467);(-0.0584, 0.0555, -0.0213, 0.9965);(0.0339, 0.5590, -6.7458);(-0.0139, 0.0533, 0.0029, 0.9985);(-0.4879, 0.0000, -4.6505);(0.0000, 0.0000, -7.0000);
454.6638;5;0;False;BeforeFade;0.011;Chicken;False;False;2.3583;0.0000;(-0.0279, 1.1451, -7.1467);(-0.0583, 0.0553, -0.0211, 0.9965);(0.0339, 0.5591, -6.7459);(-0.0143, 0.0531, 0.0032, 0.9985);(-0.4879, 0.0000, -4.6505);(0.3750, 0.0000, 2.3282);
454.7646;5;0;False;Stimuli;0.101;Chicken;False;False;2.3583;0.0000;(-0.0286, 1.1449, -7.1472);(-0.0559, 0.0529, -0.0220, 0.9968);(0.0331, 0.5595, -6.7463);(-0.0158, 0.0522, 0.0051, 0.9985);(-0.4879, 0.0000, -4.6505);(0.3750, 0.0000, 2.3282);
455.7696;5;0;False;AfterFade;1.005;Chicken;False;False;2.3583;0.0000;(-0.0297, 1.1432, -7.1467);(-0.0489, 0.0498, -0.0201, 0.9974);(0.0434, 0.5568, -6.7440);(-0.0049, 0.0760, -0.0147, 0.9970);(-0.4879, 0.0000, -4.6505);(0.3750, 0.0000, 2.3282);
459.2766;5;0;False;Estimation;3.507;Chicken;False;False;2.3583;2.5937;(-0.0296, 1.1426, -7.1504);(-0.0438, 0.0494, -0.0238, 0.9975);(0.0528, 0.5302, -6.7385);(0.0734, 0.0943, 0.0260, 0.9925);(0.4986, 0.0000, -4.4547);(0.3750, 0.0000, 2.3282);
469.6197;6;0;False;RepeatFamil;10.343;empty;empty;empty;7.0000;0.0000;(-0.0357, 1.1376, -7.1442);(-0.0180, 0.0187, -0.0115, 0.9996);(0.0225, 0.5510, -6.7448);(-0.0029, 0.0156, 0.0393, 0.9991);(0.4986, 0.0000, -4.4547);(0.0000, 0.0000, -7.0000);
478.7131;1;0;False;Init;9.092;empty;empty;empty;7.0000;0.0000;(-0.0284, 1.1581, -7.1643);(-0.0416, 0.0073, -0.0154, 0.9990);(0.0393, 0.5863, -6.7742);(-0.0495, -0.0177, 0.0506, 0.9973);(0.4986, 0.0000, -4.4547);(0.0000, 0.0000, -7.0000);
480.3201;1;1;False;Focus;1.609;empty;empty;empty;7.0000;0.0000;(-0.0316, 1.1492, -7.1630);(0.0046, 0.0000, -0.0136, 0.9999);(0.0446, 0.5832, -6.7715);(-0.0323, -0.0107, 0.0246, 0.9991);(0.4986, 0.0000, -4.4547);(0.0000, 0.0000, -7.0000);
480.3311;1;1;False;BeforeFade;0.011;FinalSnake;True;False;2.0644;0.0000;(-0.0317, 1.1492, -7.1628);(0.0042, -0.0008, -0.0135, 0.9999);(0.0447, 0.5831, -6.7712);(-0.0323, -0.0107, 0.0245, 0.9991);(0.4986, 0.0000, -4.4547);(0.0216, 0.0000, 2.0643);
480.4317;1;1;False;Stimuli;0.101;FinalSnake;True;False;2.0644;0.0000;(-0.0334, 1.1499, -7.1625);(-0.0008, -0.0050, -0.0124, 0.9999);(0.0449, 0.5836, -6.7712);(-0.0323, -0.0105, 0.0239, 0.9991);(0.4986, 0.0000, -4.4547);(0.0216, 0.0000, 2.0643);
481.4368;1;1;False;AfterFade;1.005;FinalSnake;True;False;2.0644;0.0000;(-0.0286, 1.1517, -7.1632);(-0.0075, 0.0245, -0.0178, 0.9995);(0.0435, 0.5671, -6.7606);(0.0416, 0.0127, 0.0321, 0.9985);(0.4986, 0.0000, -4.4547);(0.0216, 0.0000, 2.0643);
484.8769;1;1;False;Estimation;3.440;FinalSnake;True;False;2.0644;2.2803;(-0.0309, 1.1541, -7.1687);(-0.0193, 0.0159, -0.0131, 0.9996);(0.0278, 0.5414, -6.7601);(0.0921, -0.0281, 0.0717, 0.9928);(-0.0587, 0.0000, -4.7205);(0.0216, 0.0000, 2.0643);
486.4407;2;1;False;Focus;1.564;empty;empty;empty;7.0000;0.0000;(-0.0330, 1.1564, -7.1660);(-0.0404, 0.0259, -0.0106, 0.9988);(0.0129, 0.5755, -6.7996);(-0.0068, 0.0078, -0.0106, 0.9999);(-0.0587, 0.0000, -4.7205);(0.0000, 0.0000, -7.0000);
486.4519;2;1;False;BeforeFade;0.011;Pig;False;True;3.2476;0.0000;(-0.0331, 1.1566, -7.1661);(-0.0410, 0.0255, -0.0109, 0.9988);(0.0130, 0.5756, -6.7997);(-0.0059, 0.0084, -0.0115, 0.9999);(-0.0587, 0.0000, -4.7205);(0.0468, 0.0000, 3.2472);
486.5528;2;1;False;Stimuli;0.101;Pig;False;True;3.2476;0.0000;(-0.0333, 1.1574, -7.1671);(-0.0452, 0.0211, -0.0135, 0.9987);(0.0119, 0.5738, -6.7998);(-0.0006, 0.0051, -0.0105, 0.9999);(-0.0587, 0.0000, -4.7205);(0.0468, 0.0000, 3.2472);
487.5580;2;1;False;AfterFade;1.005;Pig;False;True;3.2476;0.0000;(-0.0311, 1.1552, -7.1664);(-0.0318, 0.0240, -0.0169, 0.9991);(0.0126, 0.5728, -6.7989);(0.0014, 0.0137, 0.0139, 0.9998);(-0.0587, 0.0000, -4.7205);(0.0468, 0.0000, 3.2472);
489.3234;2;1;False;Estimation;1.765;Pig;False;True;3.2476;3.3718;(-0.0309, 1.1557, -7.1674);(-0.0355, 0.0221, -0.0157, 0.9990);(0.0138, 0.5625, -6.7962);(0.0338, 0.0150, 0.0281, 0.9989);(0.1124, 0.0000, -3.6301);(0.0468, 0.0000, 3.2472);
490.9309;3;1;False;Focus;1.607;empty;empty;empty;7.0000;0.0000;(-0.0319, 1.1597, -7.1695);(-0.0621, 0.0235, -0.0206, 0.9976);(0.0113, 0.5712, -6.7990);(0.0054, 0.0085, 0.0211, 0.9997);(0.1124, 0.0000, -3.6301);(0.0000, 0.0000, -7.0000);
