***SESSION HEADER***
{
  "Participant": "S02",
  "Timestamp": "11-27-18-22-02-2019"
}
---SESSION HEADER---
Timestamp;Trial;Round;Training;Phase;PhaseLenght;Stimulus;FearObject;BigObject;RealDistance;EstimatedDistance;HeadsetPosition;HeadsetRotation;ControllerPosition;ControllerRotation;EstimatedPosition;TruePosition;AngleErrDeg;
345.7423;0;0;False;Rating;0.000;Rabbit;False;False;2.3860;0.0000;(-0.0207, 1.1205, -7.1982);(-0.0055, 0.0495, -0.0135, 0.9987);(-0.0262, 0.5507, -6.8660);(-0.0495, 0.0087, -0.0099, 0.9987);(0.0000, 0.0000, 0.0000);(0.1717, 0.0000, 2.3798);0.0000;
355.4926;0;0;False;RatingInit;9.751;Rabbit;False;False;2.3860;0.0000;(-0.0192, 1.1033, -7.1807);(0.1096, 0.0511, 0.0024, 0.9927);(-0.0256, 0.5517, -6.8660);(-0.0525, 0.0083, -0.0098, 0.9985);(0.0000, 0.0000, 0.0000);(0.1717, 0.0000, 2.3798);0.0000;
403.6996;0;0;False;Rating;0.000;Rabbit;False;False;4.7331;0.0000;(-0.0169, 1.1187, -7.1877);(-0.0040, 0.0677, -0.0126, 0.9976);(-0.0252, 0.5500, -6.8648);(-0.0461, 0.0105, -0.0149, 0.9988);(0.0000, 0.0000, 0.0000);(-1.1459, 0.0000, 4.5923);0.0000;
409.0610;1;0;True;TrainInit;5.361;empty;empty;empty;7.0000;0.0000;(-0.0139, 1.1264, -7.2073);(-0.0388, 0.0663, -0.0137, 0.9970);(-0.0249, 0.5513, -6.8658);(-0.0484, 0.0093, -0.0137, 0.9987);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, -7.0000);0.0000;
410.7029;1;0;True;Focus;1.642;empty;empty;empty;7.0000;0.0000;(-0.0171, 1.1230, -7.2031);(-0.0134, 0.0591, -0.0031, 0.9982);(-0.0248, 0.5511, -6.8659);(-0.0483, 0.0092, -0.0136, 0.9987);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, -7.0000);0.0000;
410.7140;1;0;True;BeforeFade;0.011;FinalWolf;True;False;4.2135;0.0000;(-0.0171, 1.1230, -7.2031);(-0.0134, 0.0592, -0.0030, 0.9982);(-0.0247, 0.5511, -6.8659);(-0.0482, 0.0092, -0.0135, 0.9987);(0.0000, 0.0000, 0.0000);(-0.8190, 0.0000, 4.1331);0.0000;
410.8143;1;0;True;Stimuli;0.100;FinalWolf;True;False;4.2135;0.0000;(-0.0175, 1.1230, -7.2030);(-0.0132, 0.0589, -0.0023, 0.9982);(-0.0248, 0.5510, -6.8660);(-0.0481, 0.0093, -0.0134, 0.9987);(0.0000, 0.0000, 0.0000);(-0.8190, 0.0000, 4.1331);0.0000;
411.8197;1;0;True;AfterFade;1.005;FinalWolf;True;False;4.2135;0.0000;(-0.0193, 1.1223, -7.2024);(-0.0073, 0.0565, 0.0002, 0.9984);(-0.0250, 0.5511, -6.8663);(-0.0480, 0.0097, -0.0132, 0.9987);(0.0000, 0.0000, 0.0000);(-0.8190, 0.0000, 4.1331);0.0000;
419.0691;1;0;True;Estimation;7.249;FinalWolf;True;False;4.2135;13.7653;(-0.0281, 1.1187, -7.2094);(0.0240, 0.0339, 0.0081, 0.9991);(-0.0458, 0.7781, -6.9255);(-0.2440, -0.0855, -0.0537, 0.9645);(-2.0962, 0.0000, 13.6047);(-0.8190, 0.0000, 4.1331);2.4493;
420.7779;2;0;True;Focus;1.709;empty;empty;empty;7.0000;0.0000;(-0.0278, 1.1203, -7.2086);(0.0104, 0.0345, 0.0067, 0.9993);(0.0090, 0.8043, -6.9421);(-0.3565, 0.0488, -0.0881, 0.9288);(-2.0962, 0.0000, 13.6047);(0.0000, 0.0000, -7.0000);2.4493;
420.7886;2;0;True;BeforeFade;0.011;Crocodile;True;True;3.9436;0.0000;(-0.0278, 1.1204, -7.2086);(0.0104, 0.0346, 0.0066, 0.9993);(0.0092, 0.8044, -6.9422);(-0.3568, 0.0493, -0.0881, 0.9287);(-2.0962, 0.0000, 13.6047);(-0.7594, 0.0000, 3.8698);2.4493;
420.8893;2;0;True;Stimuli;0.101;Crocodile;True;True;3.9436;0.0000;(-0.0268, 1.1203, -7.2089);(0.0102, 0.0356, 0.0058, 0.9993);(0.0114, 0.8024, -6.9421);(-0.3551, 0.0522, -0.0885, 0.9292);(-2.0962, 0.0000, 13.6047);(-0.7594, 0.0000, 3.8698);2.4493;
421.8943;2;0;True;AfterFade;1.005;Crocodile;True;True;3.9436;0.0000;(-0.0263, 1.1206, -7.2086);(0.0077, 0.0363, 0.0048, 0.9993);(0.0048, 0.8196, -6.9631);(-0.4323, 0.0435, -0.0530, 0.8991);(-2.0962, 0.0000, 13.6047);(-0.7594, 0.0000, 3.8698);2.4493;
426.9205;2;0;True;Estimation;5.026;Crocodile;True;True;3.9436;2.8561;(-0.0273, 1.1181, -7.2041);(0.0254, 0.0635, 0.0098, 0.9976);(0.0660, 0.6758, -6.8742);(0.0642, 0.1124, -0.1113, 0.9853);(0.6389, 0.0000, 2.7837);(-0.7594, 0.0000, 3.8698);24.0288;
428.7634;3;0;True;Focus;1.843;empty;empty;empty;7.0000;0.0000;(-0.0275, 1.1192, -7.2057);(0.0163, 0.0580, 0.0113, 0.9981);(-0.0262, 0.7626, -6.9596);(-0.1248, -0.0289, -0.0534, 0.9903);(0.6389, 0.0000, 2.7837);(0.0000, 0.0000, -7.0000);24.0288;
428.7747;3;0;True;BeforeFade;0.011;Deer;False;False;3.6626;0.0000;(-0.0274, 1.1192, -7.2056);(0.0165, 0.0581, 0.0111, 0.9981);(-0.0263, 0.7624, -6.9594);(-0.1238, -0.0288, -0.0535, 0.9904);(0.6389, 0.0000, 2.7837);(-0.9212, 0.0000, 3.5448);24.0288;
428.8752;3;0;True;Stimuli;0.100;Deer;False;False;3.6626;0.0000;(-0.0270, 1.1191, -7.2055);(0.0172, 0.0589, 0.0103, 0.9981);(-0.0275, 0.7613, -6.9596);(-0.1225, -0.0316, -0.0519, 0.9906);(0.6389, 0.0000, 2.7837);(-0.9212, 0.0000, 3.5448);24.0288;
429.8806;3;0;True;AfterFade;1.005;Deer;False;False;3.6626;0.0000;(-0.0256, 1.1198, -7.2065);(0.0138, 0.0569, 0.0064, 0.9983);(0.0041, 0.7682, -6.9467);(-0.1363, 0.0352, -0.0622, 0.9881);(0.6389, 0.0000, 2.7837);(-0.9212, 0.0000, 3.5448);24.0288;
437.1294;3;0;True;Estimation;7.249;Deer;False;False;3.6626;3.8214;(-0.0351, 1.1202, -7.2100);(0.0133, 0.0326, 0.0169, 0.9992);(-0.0595, 0.7144, -6.9765);(0.0440, -0.1104, -0.1258, 0.9849);(-0.9353, 0.0000, 3.7052);(-0.9212, 0.0000, 3.5448);0.3996;
438.6931;4;0;True;Focus;1.564;empty;empty;empty;7.0000;0.0000;(-0.0365, 1.1230, -7.2103);(0.0043, 0.0303, 0.0043, 0.9995);(-0.0285, 0.7200, -6.9561);(0.0416, -0.0466, -0.1824, 0.9812);(-0.9353, 0.0000, 3.7052);(0.0000, 0.0000, -7.0000);0.3996;
438.7042;4;0;True;BeforeFade;0.011;Pig;False;True;4.6180;0.0000;(-0.0369, 1.1232, -7.2103);(0.0044, 0.0306, 0.0049, 0.9995);(-0.0286, 0.7211, -6.9561);(0.0405, -0.0459, -0.1836, 0.9811);(-0.9353, 0.0000, 3.7052);(0.0463, 0.0000, 4.6178);0.3996;
438.8049;4;0;True;Stimuli;0.101;Pig;False;True;4.6180;0.0000;(-0.0395, 1.1254, -7.2091);(0.0045, 0.0318, 0.0093, 0.9994);(-0.0307, 0.7314, -6.9565);(0.0306, -0.0477, -0.1917, 0.9798);(-0.9353, 0.0000, 3.7052);(0.0463, 0.0000, 4.6178);0.3996;
439.8100;4;0;True;AfterFade;1.005;Pig;False;True;4.6180;0.0000;(-0.0416, 1.1223, -7.2285);(0.0040, 0.0348, 0.0128, 0.9993);(-0.0247, 0.7363, -6.9606);(0.0281, -0.0440, -0.1760, 0.9830);(-0.9353, 0.0000, 3.7052);(0.0463, 0.0000, 4.6178);0.3996;
443.3621;4;0;True;Estimation;3.552;Pig;False;True;4.6180;5.0638;(-0.0374, 1.1195, -7.2213);(0.0267, 0.0596, 0.0110, 0.9978);(-0.0014, 0.7411, -6.9515);(-0.0121, 0.0077, -0.1367, 0.9905);(0.0912, 0.0000, 5.0630);(0.0463, 0.0000, 4.6178);0.4576;
445.0376;5;0;True;Focus;1.675;empty;empty;empty;7.0000;0.0000;(-0.0347, 1.1205, -7.2206);(0.0177, 0.0544, 0.0075, 0.9983);(-0.0046, 0.7278, -6.9523);(0.0205, 0.0031, -0.1741, 0.9845);(0.0912, 0.0000, 5.0630);(0.0000, 0.0000, -7.0000);0.4576;
445.0486;5;0;True;BeforeFade;0.011;FinalSnake;True;False;2.8044;0.0000;(-0.0347, 1.1205, -7.2206);(0.0176, 0.0543, 0.0074, 0.9983);(-0.0046, 0.7278, -6.9523);(0.0203, 0.0031, -0.1740, 0.9845);(0.0912, 0.0000, 5.0630);(0.5015, 0.0000, 2.7592);0.4576;
445.1497;5;0;True;Stimuli;0.101;FinalSnake;True;False;2.8044;0.0000;(-0.0346, 1.1206, -7.2206);(0.0171, 0.0539, 0.0073, 0.9984);(-0.0043, 0.7278, -6.9520);(0.0200, 0.0035, -0.1727, 0.9848);(0.0912, 0.0000, 5.0630);(0.5015, 0.0000, 2.7592);0.4576;
446.1544;5;0;True;AfterFade;1.005;FinalSnake;True;False;2.8044;0.0000;(-0.0337, 1.1198, -7.2200);(0.0226, 0.0593, 0.0070, 0.9980);(-0.0014, 0.7313, -6.9516);(0.0132, 0.0079, -0.1719, 0.9850);(0.0912, 0.0000, 5.0630);(0.5015, 0.0000, 2.7592);0.4576;
449.3823;5;0;True;Estimation;3.228;FinalSnake;True;False;2.8044;3.1569;(-0.0330, 1.1178, -7.2194);(0.0358, 0.0817, 0.0086, 0.9960);(0.0593, 0.7164, -6.9787);(0.0500, 0.0748, -0.1460, 0.9852);(0.4856, 0.0000, 3.1193);(0.5015, 0.0000, 2.7592);1.4516;
450.9349;6;0;True;Focus;1.553;empty;empty;empty;7.0000;0.0000;(-0.0316, 1.1196, -7.2167);(0.0224, 0.0686, 0.0033, 0.9974);(-0.0047, 0.7073, -6.9591);(0.0862, 0.0310, -0.2286, 0.9692);(0.4856, 0.0000, 3.1193);(0.0000, 0.0000, -7.0000);1.4516;
450.9459;6;0;True;BeforeFade;0.011;Rabbit;False;False;3.4594;0.0000;(-0.0316, 1.1196, -7.2168);(0.0225, 0.0684, 0.0033, 0.9974);(-0.0042, 0.7075, -6.9589);(0.0857, 0.0316, -0.2285, 0.9692);(0.4856, 0.0000, 3.1193);(0.7891, 0.0000, 3.3682);1.4516;
451.0464;6;0;True;Stimuli;0.100;Rabbit;False;False;3.4594;0.0000;(-0.0310, 1.1202, -7.2180);(0.0213, 0.0678, 0.0021, 0.9975);(-0.0023, 0.7109, -6.9588);(0.0803, 0.0312, -0.2316, 0.9690);(0.4856, 0.0000, 3.1193);(0.7891, 0.0000, 3.3682);1.4516;
452.0518;6;0;True;AfterFade;1.005;Rabbit;False;False;3.4594;0.0000;(-0.0276, 1.1192, -7.2166);(0.0271, 0.0993, 0.0044, 0.9947);(-0.0036, 0.7607, -6.9690);(-0.0554, -0.0066, -0.1445, 0.9879);(0.4856, 0.0000, 3.1193);(0.7891, 0.0000, 3.3682);1.4516;
459.8145;6;0;True;Estimation;7.763;Rabbit;False;False;3.4594;3.5968;(-0.0139, 1.1186, -7.2077);(0.0189, 0.1563, -0.0063, 0.9875);(0.0699, 0.7337, -6.9422);(0.0227, 0.1110, -0.1912, 0.9750);(0.8090, 0.0000, 3.5046);(0.7891, 0.0000, 3.3682);0.1866;
461.6909;7;0;True;Focus;1.876;empty;empty;empty;7.0000;0.0000;(-0.0282, 1.1236, -7.1683);(-0.0214, 0.0794, 0.0061, 0.9966);(0.0042, 0.7424, -6.9362);(0.0567, 0.0348, -0.2791, 0.9580);(0.8090, 0.0000, 3.5046);(0.0000, 0.0000, -7.0000);0.1866;
461.7020;7;0;True;BeforeFade;0.011;Scorpio;True;False;2.5299;0.0000;(-0.0283, 1.1234, -7.1684);(-0.0201, 0.0788, 0.0068, 0.9967);(0.0047, 0.7422, -6.9362);(0.0572, 0.0363, -0.2797, 0.9577);(0.8090, 0.0000, 3.5046);(0.3614, 0.0000, 2.5040);0.1866;
461.8025;7;0;True;Stimuli;0.101;Scorpio;True;False;2.5299;0.0000;(-0.0283, 1.1230, -7.1736);(-0.0180, 0.0766, 0.0079, 0.9969);(0.0110, 0.7465, -6.9382);(0.0524, 0.0462, -0.2869, 0.9554);(0.8090, 0.0000, 3.5046);(0.3614, 0.0000, 2.5040);0.1866;
462.8078;7;0;True;AfterFade;1.005;Scorpio;True;False;2.5299;0.0000;(-0.0255, 1.1248, -7.2004);(-0.0209, 0.0840, -0.0001, 0.9962);(0.0458, 0.7792, -6.9399);(-0.0070, 0.0787, -0.2906, 0.9536);(0.8090, 0.0000, 3.5046);(0.3614, 0.0000, 2.5040);0.1866;
469.0516;7;0;True;Estimation;6.244;Scorpio;True;False;2.5299;2.4534;(-0.0298, 1.1101, -7.2010);(0.0779, 0.0992, 0.0243, 0.9917);(0.0766, 0.7086, -6.9227);(0.0934, 0.0752, -0.1870, 0.9750);(0.3535, 0.0000, 2.4278);(0.3614, 0.0000, 2.5040);0.0713;
470.8274;8;0;True;Focus;1.776;empty;empty;empty;7.0000;0.0000;(-0.0243, 1.1128, -7.2043);(0.0644, 0.1000, 0.0142, 0.9928);(0.0589, 0.7504, -6.9339);(0.0218, 0.0466, -0.1721, 0.9837);(0.3535, 0.0000, 2.4278);(0.0000, 0.0000, -7.0000);0.0713;
470.8388;8;0;True;BeforeFade;0.011;Turtle;False;False;1.7697;0.0000;(-0.0243, 1.1128, -7.2043);(0.0644, 0.1001, 0.0141, 0.9928);(0.0589, 0.7506, -6.9339);(0.0214, 0.0466, -0.1723, 0.9837);(0.3535, 0.0000, 2.4278);(-0.3993, 0.0000, 1.7240);0.0713;
470.9390;8;0;True;Stimuli;0.100;Turtle;False;False;1.7697;0.0000;(-0.0243, 1.1125, -7.2042);(0.0645, 0.1001, 0.0144, 0.9928);(0.0584, 0.7514, -6.9342);(0.0200, 0.0456, -0.1729, 0.9837);(0.3535, 0.0000, 2.4278);(-0.3993, 0.0000, 1.7240);0.0713;
471.9445;8;0;True;AfterFade;1.005;Turtle;False;False;1.7697;0.0000;(-0.0286, 1.1122, -7.2036);(0.0671, 0.0708, 0.0167, 0.9951);(0.0410, 0.7642, -6.9433);(-0.0075, 0.0142, -0.1591, 0.9871);(0.3535, 0.0000, 2.4278);(-0.3993, 0.0000, 1.7240);0.0713;
475.3400;8;0;True;Estimation;3.395;Turtle;False;False;1.7697;1.9004;(-0.0413, 1.1079, -7.2034);(0.0931, 0.0204, 0.0285, 0.9950);(-0.0302, 0.6912, -6.9665);(0.1635, -0.0660, -0.2021, 0.9634);(-0.4077, 0.0000, 1.8562);(-0.3993, 0.0000, 1.7240);0.6522;
492.7081;1;0;False;Init;17.368;empty;empty;empty;7.0000;0.0000;(-0.0247, 1.1251, -7.2189);(-0.0158, 0.0394, 0.0001, 0.9991);(0.0423, 0.7282, -6.9287);(-0.0054, 0.1077, -0.2255, 0.9683);(-0.4077, 0.0000, 1.8562);(0.0000, 0.0000, -7.0000);0.6522;
494.3614;1;0;False;Focus;1.653;empty;empty;empty;7.0000;0.0000;(-0.0270, 1.1231, -7.2179);(-0.0021, 0.0364, 0.0059, 0.9993);(0.0248, 0.8014, -6.9607);(-0.2566, 0.0903, -0.0488, 0.9611);(-0.4077, 0.0000, 1.8562);(0.0000, 0.0000, -7.0000);0.6522;
494.3723;1;0;False;BeforeFade;0.011;Chicken;False;False;3.5949;0.0000;(-0.0270, 1.1231, -7.2178);(-0.0020, 0.0365, 0.0060, 0.9993);(0.0248, 0.8015, -6.9607);(-0.2559, 0.0904, -0.0475, 0.9613);(-0.4077, 0.0000, 1.8562);(0.4185, 0.0000, 3.5704);0.6522;
494.4731;1;0;False;Stimuli;0.101;Chicken;False;False;3.5949;0.0000;(-0.0270, 1.1228, -7.2174);(-0.0007, 0.0368, 0.0064, 0.9993);(0.0246, 0.8000, -6.9595);(-0.2472, 0.0888, -0.0532, 0.9634);(-0.4077, 0.0000, 1.8562);(0.4185, 0.0000, 3.5704);0.6522;
495.4783;1;0;False;AfterFade;1.005;Chicken;False;False;3.5949;0.0000;(-0.0260, 1.1223, -7.2157);(0.0049, 0.0448, 0.0052, 0.9990);(0.0177, 0.6814, -6.9287);(0.1462, 0.0739, -0.1775, 0.9704);(-0.4077, 0.0000, 1.8562);(0.4185, 0.0000, 3.5704);0.6522;
498.0248;1;0;False;Estimation;2.547;Chicken;False;False;3.5949;3.1105;(-0.0265, 1.1216, -7.2158);(0.0083, 0.0519, 0.0056, 0.9986);(0.0317, 0.7159, -6.9273);(0.0500, 0.0894, -0.1342, 0.9856);(0.5372, 0.0000, 3.0637);(0.4185, 0.0000, 3.5704);3.2598;
499.7002;2;0;False;Focus;1.675;empty;empty;empty;7.0000;0.0000;(-0.0268, 1.1221, -7.2155);(0.0040, 0.0452, 0.0065, 0.9989);(-0.0088, 0.7417, -6.9478);(-0.0259, -0.0074, -0.0693, 0.9972);(0.5372, 0.0000, 3.0637);(0.0000, 0.0000, -7.0000);3.2598;
499.7114;2;0;False;BeforeFade;0.011;Squirell;False;False;4.7156;0.0000;(-0.0268, 1.1221, -7.2154);(0.0038, 0.0450, 0.0066, 0.9990);(-0.0092, 0.7423, -6.9481);(-0.0290, -0.0079, -0.0659, 0.9974);(0.5372, 0.0000, 3.0637);(0.5497, 0.0000, 4.6835);3.2598;
499.8117;2;0;False;Stimuli;0.100;Squirell;False;False;4.7156;0.0000;(-0.0274, 1.1219, -7.2152);(0.0049, 0.0445, 0.0072, 0.9990);(-0.0115, 0.7487, -6.9509);(-0.0548, -0.0103, -0.0436, 0.9975);(0.5372, 0.0000, 3.0637);(0.5497, 0.0000, 4.6835);3.2598;
500.8172;2;0;False;AfterFade;1.005;Squirell;False;False;4.7156;0.0000;(-0.0267, 1.1224, -7.2167);(0.0022, 0.0489, 0.0060, 0.9988);(0.0009, 0.7654, -6.9504);(-0.1070, 0.0201, -0.0275, 0.9937);(0.5372, 0.0000, 3.0637);(0.5497, 0.0000, 4.6835);3.2598;
502.1574;2;0;False;Estimation;1.340;Squirell;False;False;4.7156;4.5739;(-0.0269, 1.1217, -7.2156);(0.0074, 0.0496, 0.0062, 0.9987);(0.0310, 0.7383, -6.9296);(-0.0010, 0.0604, -0.1171, 0.9913);(0.5763, 0.0000, 4.5375);(0.5497, 0.0000, 4.6835);0.5443;
503.8327;3;0;False;Focus;1.675;empty;empty;empty;7.0000;0.0000;(-0.0272, 1.1225, -7.2173);(0.0019, 0.0490, 0.0063, 0.9988);(-0.0096, 0.7261, -6.9459);(0.0503, -0.0079, -0.1263, 0.9907);(0.5763, 0.0000, 4.5375);(0.0000, 0.0000, -7.0000);0.5443;
503.8441;3;0;False;BeforeFade;0.011;Pidgeon;False;False;2.1135;0.0000;(-0.0272, 1.1226, -7.2174);(0.0018, 0.0490, 0.0063, 0.9988);(-0.0093, 0.7261, -6.9460);(0.0501, -0.0078, -0.1262, 0.9907);(0.5763, 0.0000, 4.5375);(0.2055, 0.0000, 2.1035);0.5443;
503.9445;3;0;False;Stimuli;0.101;Pidgeon;False;False;2.1135;0.0000;(-0.0268, 1.1226, -7.2176);(0.0014, 0.0487, 0.0060, 0.9988);(-0.0088, 0.7264, -6.9459);(0.0488, -0.0073, -0.1253, 0.9909);(0.5763, 0.0000, 4.5375);(0.2055, 0.0000, 2.1035);0.5443;
504.9497;3;0;False;AfterFade;1.005;Pidgeon;False;False;2.1135;0.0000;(-0.0269, 1.1222, -7.2176);(0.0033, 0.0511, 0.0064, 0.9987);(0.0108, 0.7295, -6.9398);(0.0352, 0.0485, -0.1289, 0.9898);(0.5763, 0.0000, 4.5375);(0.2055, 0.0000, 2.1035);0.5443;
507.2842;3;0;False;Estimation;2.334;Pidgeon;False;False;2.1135;1.9762;(-0.0286, 1.1214, -7.2158);(0.0100, 0.0509, 0.0083, 0.9986);(0.0206, 0.6979, -6.9339);(0.1288, 0.0869, -0.1822, 0.9709);(0.2624, 0.0000, 1.9587);(0.2055, 0.0000, 2.1035);2.0499;
509.0268;4;0;False;Focus;1.743;empty;empty;empty;7.0000;0.0000;(-0.0281, 1.1225, -7.2177);(0.0037, 0.0487, 0.0075, 0.9988);(0.0047, 0.7328, -6.9424);(0.0653, 0.0225, -0.1723, 0.9826);(0.2624, 0.0000, 1.9587);(0.0000, 0.0000, -7.0000);2.0499;
509.0377;4;0;False;BeforeFade;0.011;Goat;False;False;4.1540;0.0000;(-0.0280, 1.1225, -7.2177);(0.0037, 0.0487, 0.0074, 0.9988);(0.0048, 0.7330, -6.9425);(0.0648, 0.0225, -0.1723, 0.9827);(0.2624, 0.0000, 1.9587);(-0.6357, 0.0000, 4.1051);2.0499;
509.1385;4;0;False;Stimuli;0.101;Goat;False;False;4.1540;0.0000;(-0.0278, 1.1224, -7.2174);(0.0035, 0.0486, 0.0070, 0.9988);(0.0041, 0.7345, -6.9430);(0.0605, 0.0214, -0.1704, 0.9833);(0.2624, 0.0000, 1.9587);(-0.6357, 0.0000, 4.1051);2.0499;
510.1437;4;0;False;AfterFade;1.005;Goat;False;False;4.1540;0.0000;(-0.0316, 1.1228, -7.2194);(0.0017, 0.0284, 0.0090, 0.9996);(-0.0353, 0.7374, -6.9488);(0.0328, -0.0641, -0.1186, 0.9903);(0.2624, 0.0000, 1.9587);(-0.6357, 0.0000, 4.1051);2.0499;
512.9137;4;0;False;Estimation;2.770;Goat;False;False;4.1540;3.6819;(-0.0389, 1.1224, -7.2194);(0.0049, 0.0234, 0.0165, 0.9996);(-0.0435, 0.7358, -6.9478);(0.0472, -0.0657, -0.1407, 0.9867);(-0.5615, 0.0000, 3.6389);(-0.6357, 0.0000, 4.1051);0.0343;
514.4883;5;0;False;Focus;1.575;empty;empty;empty;7.0000;0.0000;(-0.0301, 1.1255, -7.2181);(-0.0144, 0.0319, 0.0066, 0.9994);(-0.0353, 0.7272, -6.9535);(0.0709, -0.0555, -0.1411, 0.9859);(-0.5615, 0.0000, 3.6389);(0.0000, 0.0000, -7.0000);0.0343;
514.4996;5;0;False;BeforeFade;0.011;Bird;False;False;2.4323;0.0000;(-0.0300, 1.1256, -7.2179);(-0.0151, 0.0321, 0.0064, 0.9994);(-0.0352, 0.7274, -6.9534);(0.0705, -0.0551, -0.1414, 0.9859);(-0.5615, 0.0000, 3.6389);(-0.0853, 0.0000, 2.4308);0.0343;
514.6002;5;0;False;Stimuli;0.101;Bird;False;False;2.4323;0.0000;(-0.0291, 1.1258, -7.2161);(-0.0179, 0.0328, 0.0061, 0.9993);(-0.0335, 0.7302, -6.9533);(0.0656, -0.0518, -0.1441, 0.9860);(-0.5615, 0.0000, 3.6389);(-0.0853, 0.0000, 2.4308);0.0343;
515.6053;5;0;False;AfterFade;1.005;Bird;False;False;2.4323;0.0000;(-0.0299, 1.1197, -7.2142);(0.0247, 0.0458, 0.0104, 0.9986);(-0.0092, 0.7340, -6.9399);(0.0342, -0.0094, -0.1094, 0.9934);(-0.5615, 0.0000, 3.6389);(-0.0853, 0.0000, 2.4308);0.0343;
517.4599;5;0;False;Estimation;1.854;Bird;False;False;2.4323;2.3141;(-0.0336, 1.1191, -7.2148);(0.0270, 0.0393, 0.0146, 0.9988);(-0.0106, 0.7035, -6.9362);(0.1156, 0.0025, -0.1517, 0.9816);(-0.0820, 0.0000, 2.3127);(-0.0853, 0.0000, 2.4308);0.0198;
529.7236;6;0;False;RepeatFamil;12.264;empty;empty;empty;7.0000;0.0000;(-0.0322, 1.1222, -7.2253);(0.0039, 0.0108, 0.0210, 0.9997);(0.0068, 0.8032, -6.9591);(-0.1495, -0.0098, -0.0036, 0.9887);(-0.0820, 0.0000, 2.3127);(0.0000, 0.0000, -7.0000);0.0198;
537.8997;1;0;False;Init;8.176;empty;empty;empty;7.0000;0.0000;(-0.0261, 1.1230, -7.2246);(-0.0014, 0.0361, 0.0043, 0.9993);(0.0039, 0.7945, -6.9602);(-0.1570, 0.0090, 0.0407, 0.9867);(-0.0820, 0.0000, 2.3127);(0.0000, 0.0000, -7.0000);0.0198;
539.4746;1;0;False;Focus;1.575;empty;empty;empty;7.0000;0.0000;(-0.0272, 1.1221, -7.2237);(0.0039, 0.0355, 0.0068, 0.9993);(-0.0030, 0.7954, -6.9644);(-0.1627, -0.0136, 0.0177, 0.9864);(-0.0820, 0.0000, 2.3127);(0.0000, 0.0000, -7.0000);0.0198;
539.4854;1;0;False;BeforeFade;0.011;Chicken;False;False;3.0232;0.0000;(-0.0271, 1.1221, -7.2237);(0.0039, 0.0355, 0.0068, 0.9993);(-0.0030, 0.7955, -6.9645);(-0.1627, -0.0138, 0.0180, 0.9864);(-0.0820, 0.0000, 2.3127);(-0.7509, 0.0000, 2.9285);0.0198;
539.5860;1;0;False;Stimuli;0.101;Chicken;False;False;3.0232;0.0000;(-0.0274, 1.1222, -7.2238);(0.0034, 0.0357, 0.0070, 0.9993);(-0.0034, 0.7960, -6.9647);(-0.1637, -0.0151, 0.0190, 0.9862);(-0.0820, 0.0000, 2.3127);(-0.7509, 0.0000, 2.9285);0.0198;
540.5913;1;0;False;AfterFade;1.005;Chicken;False;False;3.0232;0.0000;(-0.0318, 1.1215, -7.2254);(0.0076, 0.0113, 0.0133, 0.9998);(-0.0396, 0.7629, -6.9675);(-0.0571, -0.0924, -0.0529, 0.9927);(-0.0820, 0.0000, 2.3127);(-0.7509, 0.0000, 2.9285);0.0198;
542.5571;1;0;False;Estimation;1.966;Chicken;False;False;3.0232;2.5839;(-0.0344, 1.1210, -7.2239);(0.0117, 0.0076, 0.0163, 0.9998);(-0.0525, 0.7109, -6.9650);(0.1109, -0.0995, -0.1485, 0.9776);(-0.6382, 0.0000, 2.5038);(-0.7509, 0.0000, 2.9285);0.0816;
544.1207;2;0;False;Focus;1.564;empty;empty;empty;7.0000;0.0000;(-0.0330, 1.1209, -7.2236);(0.0129, 0.0101, 0.0143, 0.9998);(-0.0448, 0.7418, -6.9674);(0.0397, -0.0949, -0.1294, 0.9862);(-0.6382, 0.0000, 2.5038);(0.0000, 0.0000, -7.0000);0.0816;
544.1323;2;0;False;BeforeFade;0.011;Squirell;False;False;2.4199;0.0000;(-0.0329, 1.1207, -7.2235);(0.0129, 0.0101, 0.0141, 0.9998);(-0.0445, 0.7417, -6.9672);(0.0398, -0.0948, -0.1297, 0.9862);(-0.6382, 0.0000, 2.5038);(-0.3658, 0.0000, 2.3921);0.0816;
544.2327;2;0;False;Stimuli;0.100;Squirell;False;False;2.4199;0.0000;(-0.0329, 1.1210, -7.2237);(0.0116, 0.0092, 0.0153, 0.9998);(-0.0429, 0.7435, -6.9669);(0.0396, -0.0941, -0.1338, 0.9857);(-0.6382, 0.0000, 2.5038);(-0.3658, 0.0000, 2.3921);0.0816;
545.2377;2;0;False;AfterFade;1.005;Squirell;False;False;2.4199;0.0000;(-0.0326, 1.1210, -7.2238);(0.0119, 0.0103, 0.0158, 0.9998);(-0.0349, 0.7484, -6.9630);(0.0089, -0.0752, -0.1107, 0.9910);(-0.6382, 0.0000, 2.5038);(-0.3658, 0.0000, 2.3921);0.0816;
