number	latency	duration	channel	bvtime	type	code	urevent
143.000000	95183.500000	0.000000			RP		3745.000000
144.000000	95883.500000	0.000000			RP		3746.000000
145.000000	96554.000000	0.000000			RP		3747.000000
146.000000	97225.000000	0.000000			RP		3748.000000
147.000000	97889.000000	0.000000			RP		3749.000000
148.000000	98548.500000	0.000000			RP		3750.000000
149.000000	99216.500000	0.000000			RP		3751.000000
150.000000	99896.000000	0.000000			RP		3752.000000
151.000000	100583.500000	0.000000			RP		3753.000000
152.000000	101258.000000	0.000000			RP		3754.000000
153.000000	101941.000000	0.000000			RP		3755.000000
154.000000	102651.000000	0.000000			RP		3756.000000
155.000000	103377.500000	0.000000			RP		3757.000000
156.000000	104096.500000	0.000000			RP		3758.000000
157.000000	104796.500000	0.000000			RP		3759.000000
158.000000	105467.500000	0.000000			RP		3760.000000
159.000000	106131.000000	0.000000			RP		3761.000000
160.000000	106753.000000	0.000000			RP		3762.000000
161.000000	107358.000000	0.000000			RP		3763.000000
162.000000	107943.500000	0.000000			RP		3764.000000
163.000000	108524.000000	0.000000			RP		3765.000000
164.000000	109097.000000	0.000000			RP		3766.000000
165.000000	109676.500000	0.000000			RP		3767.000000
166.000000	110262.500000	0.000000			RP		3768.000000
167.000000	110870.000000	0.000000			RP		3769.000000
168.000000	111535.500000	0.000000			RP		3770.000000
169.000000	112224.500000	0.000000			RP		3771.000000
170.000000	112899.500000	0.000000			RP		3772.000000
171.000000	113541.500000	0.000000			RP		3773.000000
172.000000	114161.000000	0.000000			RP		3774.000000
173.000000	114752.500000	0.000000			RP		3775.000000
174.000000	115331.500000	0.000000			RP		3776.000000
175.000000	115801.500000	0.000000			RP		3777.000000
176.000000	116499.500000	0.000000			RP		3778.000000
177.000000	117086.500000	0.000000			RP		3779.000000
178.000000	117666.500000	0.000000			RP		3780.000000
179.000000	118234.000000	0.000000			RP		3781.000000
180.000000	118805.500000	0.000000			RP		3782.000000
181.000000	119389.500000	0.000000			RP		3783.000000
182.000000	119998.500000	0.000000			RP		3784.000000
183.000000	120644.500000	0.000000			RP		3785.000000
184.000000	121322.000000	0.000000			RP		3786.000000
185.000000	122017.000000	0.000000			RP		3787.000000
186.000000	122707.500000	0.000000			RP		3788.000000
187.000000	123387.000000	0.000000			RP		3789.000000
188.000000	124035.500000	0.000000			RP		3790.000000
189.000000	124680.500000	0.000000			RP		3791.000000
190.000000	125315.000000	0.000000			RP		3792.000000
191.000000	125912.500000	0.000000			RP		3793.000000
192.000000	126588.000000	0.000000			RP		3794.000000
193.000000	127209.500000	0.000000			RP		3795.000000
194.000000	127814.000000	0.000000			RP		3796.000000
195.000000	128415.500000	0.000000			RP		3797.000000
196.000000	129021.500000	0.000000			RP		3798.000000
197.000000	129432.500000	0.000000			RP		3799.000000
198.000000	130272.500000	0.000000			RP		3800.000000
199.000000	130939.000000	0.000000			RP		3801.000000
200.000000	131601.000000	0.000000			RP		3802.000000
201.000000	132247.000000	0.000000			RP		3803.000000
202.000000	132878.500000	0.000000			RP		3804.000000
203.000000	133499.000000	0.000000			RP		3805.000000
204.000000	134102.500000	0.000000			RP		3806.000000
205.000000	134705.000000	0.000000			RP		3807.000000
206.000000	135325.000000	0.000000			RP		3808.000000
207.000000	135984.000000	0.000000			RP		3809.000000
208.000000	136670.500000	0.000000			RP		3810.000000
209.000000	137367.500000	0.000000			RP		3811.000000
210.000000	138063.500000	0.000000			RP		3812.000000
211.000000	138738.500000	0.000000			RP		3813.000000
212.000000	139417.500000	0.000000			RP		3814.000000
213.000000	140109.000000	0.000000			RP		3815.000000
214.000000	140827.500000	0.000000			RP		3816.000000
215.000000	141530.000000	0.000000			RP		3817.000000
216.000000	142244.500000	0.000000			RP		3818.000000
217.000000	142973.500000	0.000000			RP		3819.000000
218.000000	143689.000000	0.000000			RP		3820.000000
219.000000	144377.500000	0.000000			RP		3821.000000
220.000000	145005.000000	0.000000			RP		3822.000000
221.000000	145600.000000	0.000000			RP		3823.000000
222.000000	146186.500000	0.000000			RP		3824.000000
223.000000	146780.500000	0.000000			RP		3825.000000
224.000000	147399.500000	0.000000			RP		3826.000000
225.000000	148079.500000	0.000000			RP		3827.000000
226.000000	148816.000000	0.000000			RP		3828.000000
227.000000	149555.000000	0.000000			RP		3829.000000
228.000000	150307.500000	0.000000			RP		3830.000000
229.000000	151067.500000	0.000000			RP		3831.000000
230.000000	151807.500000	0.000000			RP		3832.000000
231.000000	152524.000000	0.000000			RP		3833.000000
232.000000	153225.000000	0.000000			RP		3834.000000
233.000000	153920.500000	0.000000			RP		3835.000000
234.000000	154587.000000	0.000000			RP		3836.000000
235.000000	155241.500000	0.000000			RP		3837.000000
236.000000	155904.000000	0.000000			RP		3838.000000
237.000000	156560.000000	0.000000			RP		3839.000000
238.000000	157217.000000	0.000000			RP		3840.000000
239.000000	157887.500000	0.000000			RP		3841.000000
240.000000	158593.000000	0.000000			RP		3842.000000
241.000000	159293.500000	0.000000			RP		3843.000000
242.000000	159998.500000	0.000000			RP		3844.000000
243.000000	160704.500000	0.000000			RP		3845.000000
244.000000	161404.500000	0.000000			RP		3846.000000
245.000000	162095.500000	0.000000			RP		3847.000000
246.000000	162758.000000	0.000000			RP		3848.000000
247.000000	163417.000000	0.000000			RP		3849.000000
248.000000	164071.000000	0.000000			RP		3850.000000
249.000000	164723.000000	0.000000			RP		3851.000000
250.000000	165396.500000	0.000000			RP		3852.000000
251.000000	166058.000000	0.000000			RP		3853.000000
252.000000	166698.000000	0.000000			RP		3854.000000
253.000000	167356.000000	0.000000			RP		3855.000000
254.000000	168040.500000	0.000000			RP		3856.000000
255.000000	168732.500000	0.000000			RP		3857.000000
256.000000	169414.500000	0.000000			RP		3858.000000
257.000000	170096.500000	0.000000			RP		3859.000000
258.000000	170782.500000	0.000000			RP		3860.000000
259.000000	171488.000000	0.000000			RP		3861.000000
260.000000	172160.000000	0.000000			RP		3862.000000
261.000000	172839.500000	0.000000			RP		3863.000000
262.000000	173527.000000	0.000000			RP		3864.000000
263.000000	174226.000000	0.000000			RP		3865.000000
264.000000	174926.000000	0.000000			RP		3866.000000
265.000000	175606.500000	0.000000			RP		3867.000000
266.000000	176252.000000	0.000000			RP		3868.000000
267.000000	176888.500000	0.000000			RP		3869.000000
268.000000	177505.000000	0.000000			RP		3870.000000
269.000000	178132.500000	0.000000			RP		3871.000000
270.000000	178772.000000	0.000000			RP		3872.000000
271.000000	179427.500000	0.000000			RP		3873.000000
272.000000	180070.000000	0.000000			RP		3874.000000
273.000000	180743.000000	0.000000			RP		3875.000000
274.000000	181443.500000	0.000000			RP		3876.000000
275.000000	182160.000000	0.000000			RP		3877.000000
276.000000	182851.500000	0.000000			RP		3878.000000
277.000000	183522.000000	0.000000			RP		3879.000000
278.000000	184185.000000	0.000000			RP		3880.000000
279.000000	184848.500000	0.000000			RP		3881.000000
280.000000	185518.000000	0.000000			RP		3882.000000
281.000000	186171.000000	0.000000			RP		3883.000000
282.000000	186830.000000	0.000000			RP		3884.000000
283.000000	187488.500000	0.000000			RP		3885.000000
284.000000	188152.500000	0.000000			RP		3886.000000
285.000000	188824.000000	0.000000			RP		3887.000000
286.000000	189467.500000	0.000000			RP		3888.000000
287.000000	190105.500000	0.000000			RP		3889.000000
288.000000	190741.000000	0.000000			RP		3890.000000
289.000000	191366.500000	0.000000			RP		3891.000000
290.000000	191970.500000	0.000000			RP		3892.000000
291.000000	192562.000000	0.000000			RP		3893.000000
292.000000	193129.500000	0.000000			RP		3894.000000
293.000000	193688.500000	0.000000			RP		3895.000000
294.000000	194284.000000	0.000000			RP		3896.000000
295.000000	194910.500000	0.000000			RP		3897.000000
296.000000	195553.000000	0.000000			RP		3898.000000
297.000000	196207.500000	0.000000			RP		3899.000000
298.000000	196890.000000	0.000000			RP		3900.000000
299.000000	197549.500000	0.000000			RP		3901.000000
300.000000	198205.000000	0.000000			RP		3902.000000
301.000000	198865.000000	0.000000			RP		3903.000000
302.000000	199517.500000	0.000000			RP		3904.000000
303.000000	200162.500000	0.000000			RP		3905.000000
304.000000	200824.500000	0.000000			RP		3906.000000
305.000000	201512.500000	0.000000			RP		3907.000000
306.000000	202217.000000	0.000000			RP		3908.000000
307.000000	202898.500000	0.000000			RP		3909.000000
308.000000	203563.500000	0.000000			RP		3910.000000
309.000000	204227.500000	0.000000			RP		3911.000000
310.000000	204882.500000	0.000000			RP		3912.000000
311.000000	205535.000000	0.000000			RP		3913.000000
312.000000	206171.000000	0.000000			RP		3914.000000
313.000000	206800.500000	0.000000			RP		3915.000000
314.000000	207437.000000	0.000000			RP		3916.000000
315.000000	208078.500000	0.000000			RP		3917.000000
316.000000	208745.000000	0.000000			RP		3918.000000
317.000000	209415.500000	0.000000			RP		3919.000000
318.000000	210060.500000	0.000000			RP		3920.000000
319.000000	210716.500000	0.000000			RP		3921.000000
320.000000	211373.500000	0.000000			RP		3922.000000
321.000000	212019.500000	0.000000			RP		3923.000000
322.000000	213296.500000	0.000000			RP		3924.000000
323.000000	213933.000000	0.000000			RP		3925.000000
324.000000	214563.500000	0.000000			RP		3926.000000
325.000000	215215.000000	0.000000			RP		3927.000000
326.000000	215870.000000	0.000000			RP		3928.000000
327.000000	216525.500000	0.000000			RP		3929.000000
328.000000	217190.000000	0.000000			RP		3930.000000
329.000000	217863.000000	0.000000			RP		3931.000000
330.000000	218542.500000	0.000000			RP		3932.000000
331.000000	219210.000000	0.000000			RP		3933.000000
332.000000	219870.500000	0.000000			RP		3934.000000
333.000000	220515.500000	0.000000			RP		3935.000000
334.000000	221150.000000	0.000000			RP		3936.000000
335.000000	221782.500000	0.000000			RP		3937.000000
336.000000	222411.000000	0.000000			RP		3938.000000
337.000000	223017.500000	0.000000			RP		3939.000000
338.000000	223615.000000	0.000000			RP		3940.000000
339.000000	224211.000000	0.000000			RP		3941.000000
340.000000	224792.500000	0.000000			RP		3942.000000
341.000000	225372.000000	0.000000			RP		3943.000000
342.000000	225968.500000	0.000000			RP		3944.000000
343.000000	226561.000000	0.000000			RP		3945.000000
344.000000	227169.000000	0.000000			RP		3946.000000
345.000000	227779.000000	0.000000			RP		3947.000000
346.000000	228416.500000	0.000000			RP		3948.000000
347.000000	229072.500000	0.000000			RP		3949.000000
348.000000	229760.500000	0.000000			RP		3950.000000
349.000000	230474.500000	0.000000			RP		3951.000000
350.000000	231171.500000	0.000000			RP		3952.000000
351.000000	231850.000000	0.000000			RP		3953.000000
352.000000	232500.500000	0.000000			RP		3954.000000
353.000000	233136.500000	0.000000			RP		3955.000000
354.000000	233788.000000	0.000000			RP		3956.000000
355.000000	234454.500000	0.000000			RP		3957.000000
356.000000	235131.000000	0.000000			RP		3958.000000
357.000000	235820.000000	0.000000			RP		3959.000000
358.000000	236535.500000	0.000000			RP		3960.000000
359.000000	237275.500000	0.000000			RP		3961.000000
360.000000	238035.000000	0.000000			RP		3962.000000
361.000000	238770.500000	0.000000			RP		3963.000000
362.000000	239452.500000	0.000000			RP		3964.000000
363.000000	240138.500000	0.000000			RP		3965.000000
364.000000	240852.000000	0.000000			RP		3966.000000
365.000000	241577.500000	0.000000			RP		3967.000000
366.000000	242315.500000	0.000000			RP		3968.000000
367.000000	243072.500000	0.000000			RP		3969.000000
368.000000	243834.000000	0.000000			RP		3970.000000
369.000000	244581.500000	0.000000			RP		3971.000000
370.000000	245312.000000	0.000000			RP		3972.000000
371.000000	246037.000000	0.000000			RP		3973.000000
372.000000	246752.500000	0.000000			RP		3974.000000
373.000000	247444.500000	0.000000			RP		3975.000000
374.000000	248111.500000	0.000000			RP		3976.000000
375.000000	248796.000000	0.000000			RP		3977.000000
376.000000	249546.500000	0.000000			RP		3978.000000
377.000000	250166.000000	0.000000			RP		3979.000000
378.000000	250830.500000	0.000000			RP		3980.000000
379.000000	251512.000000	0.000000			RP		3981.000000
380.000000	252226.500000	0.000000			RP		3982.000000
381.000000	252966.000000	0.000000			RP		3983.000000
382.000000	253732.000000	0.000000			RP		3984.000000
383.000000	254494.000000	0.000000			RP		3985.000000
384.000000	255231.000000	0.000000			RP		3986.000000
385.000000	255956.000000	0.000000			RP		3987.000000
386.000000	256676.000000	0.000000			RP		3988.000000
387.000000	257424.000000	0.000000			RP		3989.000000
388.000000	258157.000000	0.000000			RP		3990.000000
389.000000	258864.000000	0.000000			RP		3991.000000
390.000000	259572.000000	0.000000			RP		3992.000000
391.000000	260306.000000	0.000000			RP		3993.000000
392.000000	261023.000000	0.000000			RP		3994.000000
393.000000	261692.000000	0.000000			RP		3995.000000
394.000000	262345.000000	0.000000			RP		3996.000000
395.000000	262999.500000	0.000000			RP		3997.000000
396.000000	263677.500000	0.000000			RP		3998.000000
397.000000	264370.500000	0.000000			RP		3999.000000
398.000000	265101.500000	0.000000			RP		4000.000000
399.000000	265861.500000	0.000000			RP		4001.000000
400.000000	266612.500000	0.000000			RP		4002.000000
401.000000	267352.000000	0.000000			RP		4003.000000
402.000000	268076.000000	0.000000			RP		4004.000000
403.000000	268748.500000	0.000000			RP		4005.000000
404.000000	269370.500000	0.000000			RP		4006.000000
405.000000	269959.500000	0.000000			RP		4007.000000
406.000000	270534.500000	0.000000			RP		4008.000000
407.000000	271118.500000	0.000000			RP		4009.000000
408.000000	271704.500000	0.000000			RP		4010.000000
409.000000	272315.500000	0.000000			RP		4011.000000
410.000000	272983.000000	0.000000			RP		4012.000000
411.000000	273682.500000	0.000000			RP		4013.000000
412.000000	274394.500000	0.000000			RP		4014.000000
413.000000	275130.000000	0.000000			RP		4015.000000
414.000000	275351.000000	1.000000	0.000000		S 45	Stimulus	2.000000
415.000000	275889.500000	0.000000			RP		4016.000000
416.000000	276649.000000	0.000000			RP		4017.000000
417.000000	277364.000000	0.000000			RP		4018.000000
418.000000	278066.000000	0.000000			RP		4019.000000
419.000000	278758.500000	0.000000			RP		4020.000000
420.000000	279459.000000	0.000000			RP		4021.000000
421.000000	280155.000000	0.000000			RP		4022.000000
422.000000	280840.000000	0.000000			RP		4023.000000
423.000000	281513.500000	0.000000			RP		4024.000000
424.000000	282181.500000	0.000000			RP		4025.000000
425.000000	282863.500000	0.000000			RP		4026.000000
426.000000	283560.500000	0.000000			RP		4027.000000
427.000000	284257.500000	0.000000			RP		4028.000000
428.000000	284954.500000	0.000000			RP		4029.000000
429.000000	285654.000000	0.000000			RP		4030.000000
430.000000	286368.500000	0.000000			RP		4031.000000
431.000000	287055.500000	0.000000			RP		4032.000000
432.000000	287704.500000	0.000000			RP		4033.000000
433.000000	288353.000000	0.000000			RP		4034.000000
434.000000	289013.500000	0.000000			RP		4035.000000
435.000000	289672.500000	0.000000			RP		4036.000000
436.000000	290335.500000	0.000000			RP		4037.000000
437.000000	291012.000000	0.000000			RP		4038.000000
438.000000	291671.000000	0.000000			RP		4039.000000
439.000000	292322.000000	0.000000			RP		4040.000000
440.000000	292974.000000	0.000000			RP		4041.000000
441.000000	293632.000000	0.000000			RP		4042.000000
442.000000	294281.000000	0.000000			RP		4043.000000
443.000000	294927.500000	0.000000			RP		4044.000000
444.000000	295568.500000	0.000000			RP		4045.000000
445.000000	296210.000000	0.000000			RP		4046.000000
446.000000	296854.500000	0.000000			RP		4047.000000
447.000000	297494.500000	0.000000			RP		4048.000000
448.000000	298133.500000	0.000000			RP		4049.000000
449.000000	298761.000000	0.000000			RP		4050.000000
450.000000	299424.500000	0.000000			RP		4051.000000
451.000000	300104.000000	0.000000			RP		4052.000000
452.000000	300768.000000	0.000000			RP		4053.000000
453.000000	301408.500000	0.000000			RP		4054.000000
454.000000	302045.500000	0.000000			RP		4055.000000
455.000000	302667.500000	0.000000			RP		4056.000000
456.000000	303262.500000	0.000000			RP		4057.000000
457.000000	303838.500000	0.000000			RP		4058.000000
458.000000	304416.000000	0.000000			RP		4059.000000
459.000000	305001.500000	0.000000			RP		4060.000000
460.000000	305586.500000	0.000000			RP		4061.000000
461.000000	306178.000000	0.000000			RP		4062.000000
462.000000	306763.000000	0.000000			RP		4063.000000
463.000000	307344.500000	0.000000			RP		4064.000000
464.000000	307940.000000	0.000000			RP		4065.000000
465.000000	308564.000000	0.000000			RP		4066.000000
466.000000	309221.000000	0.000000			RP		4067.000000
467.000000	309891.500000	0.000000			RP		4068.000000
468.000000	310564.000000	0.000000			RP		4069.000000
469.000000	311243.500000	0.000000			RP		4070.000000
470.000000	311910.500000	0.000000			RP		4071.000000
471.000000	312544.000000	0.000000			RP		4072.000000
472.000000	313162.500000	0.000000			RP		4073.000000
473.000000	313785.500000	0.000000			RP		4074.000000
474.000000	314417.500000	0.000000			RP		4075.000000
475.000000	315055.000000	0.000000			RP		4076.000000
476.000000	315695.000000	0.000000			RP		4077.000000
477.000000	316339.000000	0.000000			RP		4078.000000
478.000000	317005.000000	0.000000			RP		4079.000000
479.000000	317659.000000	0.000000			RP		4080.000000
480.000000	318309.000000	0.000000			RP		4081.000000
481.000000	318975.500000	0.000000			RP		4082.000000
482.000000	319675.000000	0.000000			RP		4083.000000
483.000000	320392.000000	0.000000			RP		4084.000000
484.000000	321108.000000	0.000000			RP		4085.000000
485.000000	321799.000000	0.000000			RP		4086.000000
486.000000	322493.500000	0.000000			RP		4087.000000
487.000000	323173.500000	0.000000			RP		4088.000000
488.000000	323838.500000	0.000000			RP		4089.000000
489.000000	324509.000000	0.000000			RP		4090.000000
490.000000	325211.000000	0.000000			RP		4091.000000
491.000000	325921.000000	0.000000			RP		4092.000000
492.000000	326656.500000	0.000000			RP		4093.000000
493.000000	327373.500000	0.000000			RP		4094.000000
494.000000	328085.000000	0.000000			RP		4095.000000
495.000000	328803.000000	0.000000			RP		4096.000000
496.000000	329540.000000	0.000000			RP		4097.000000
497.000000	330269.500000	0.000000			RP		4098.000000
498.000000	330967.500000	0.000000			RP		4099.000000
499.000000	331642.500000	0.000000			RP		4100.000000
500.000000	332308.000000	0.000000			RP		4101.000000
501.000000	332985.500000	0.000000			RP		4102.000000
502.000000	333656.500000	0.000000			RP		4103.000000
503.000000	334349.500000	0.000000			RP		4104.000000
504.000000	335099.500000	0.000000			RP		4105.000000
505.000000	335881.000000	0.000000			RP		4106.000000
506.000000	336658.500000	0.000000			RP		4107.000000
507.000000	337387.000000	0.000000			RP		4108.000000
508.000000	338105.000000	0.000000			RP		4109.000000
509.000000	338832.500000	0.000000			RP		4110.000000
510.000000	339560.000000	0.000000			RP		4111.000000
511.000000	340267.000000	0.000000			RP		4112.000000
512.000000	340970.000000	0.000000			RP		4113.000000
513.000000	341678.000000	0.000000			RP		4114.000000
514.000000	342381.000000	0.000000			RP		4115.000000
515.000000	343080.000000	0.000000			RP		4116.000000
516.000000	343760.000000	0.000000			RP		4117.000000
517.000000	344441.500000	0.000000			RP		4118.000000
518.000000	345132.500000	0.000000			RP		4119.000000
519.000000	345855.000000	0.000000			RP		4120.000000
520.000000	346594.500000	0.000000			RP		4121.000000
521.000000	347298.000000	0.000000			RP		4122.000000
522.000000	348006.500000	0.000000			RP		4123.000000
523.000000	348718.500000	0.000000			RP		4124.000000
524.000000	349433.500000	0.000000			RP		4125.000000
525.000000	350131.500000	0.000000			RP		4126.000000
526.000000	350815.500000	0.000000			RP		4127.000000
527.000000	351487.000000	0.000000			RP		4128.000000
528.000000	352180.500000	0.000000			RP		4129.000000
529.000000	352711.500000	0.000000			RP		4130.000000
530.000000	353385.000000	0.000000			RP		4131.000000
531.000000	353786.500000	0.000000			RP		4132.000000
532.000000	354437.000000	0.000000			RP		4133.000000
533.000000	355027.000000	0.000000			RP		4134.000000
534.000000	355635.500000	0.000000			RP		4135.000000
535.000000	356288.500000	0.000000			RP		4136.000000
536.000000	356986.000000	0.000000			RP		4137.000000
537.000000	357696.500000	0.000000			RP		4138.000000
538.000000	358400.500000	0.000000			RP		4139.000000
539.000000	359084.000000	0.000000			RP		4140.000000
540.000000	359757.000000	0.000000			RP		4141.000000
541.000000	360409.000000	0.000000			RP		4142.000000
542.000000	361048.000000	0.000000			RP		4143.000000
543.000000	361691.500000	0.000000			RP		4144.000000
544.000000	362004.000000	1.000000	0.000000		S 11	Stimulus	3.000000
545.000000	362327.500000	0.000000			RP		4145.000000
546.000000	363003.500000	0.000000			RP		4146.000000
547.000000	363681.000000	0.000000			RP		4147.000000
548.000000	363768.000000	1.000000	0.000000		S 41	Stimulus	4.000000
549.000000	363869.000000	1.000000	0.000000		S 42	Stimulus	5.000000
550.000000	364340.500000	0.000000			RP		4148.000000
551.000000	364874.000000	1.000000	0.000000		S  8	Stimulus	6.000000
552.000000	365003.000000	0.000000			RP		4149.000000
553.000000	365668.500000	0.000000			RP		4150.000000
554.000000	366374.500000	0.000000			RP		4151.000000
