***SESSION HEADER***
{
  "Participant": "S36",
  "Timestamp": "14-38-48-20-02-2019"
}
---SESSION HEADER---
Timestamp;Trial;Round;Training;Phase;PhaseLenght;Stimulus;FearObject;BigObject;RealDistance;EstimatedDistance;HeadsetPosition;HeadsetRotation;ControllerPosition;ControllerRotation;EstimatedPosition;TruePosition;
625.3020;0;0;False;Rating;0.000;FinalSnake;True;False;2.9901;0.0000;(0.0853, 1.1287, -7.1550);(0.0557, 0.0466, -0.0494, 0.9961);(0.0980, 0.5211, -6.7751);(0.1528, 0.0355, 0.0004, 0.9876);(0.0000, 0.0000, 0.0000);(0.7082, 0.0000, 2.9050);
630.6184;0;0;False;RatingInit;5.317;FinalSnake;True;False;2.9901;0.0000;(0.0875, 1.1297, -7.1562);(0.0513, 0.0500, -0.0532, 0.9960);(0.1073, 0.5116, -6.7681);(0.1537, 0.0393, 0.0010, 0.9873);(0.0000, 0.0000, 0.0000);(0.7082, 0.0000, 2.9050);
696.7520;0;0;False;Rating;0.000;Scorpio;True;False;3.2413;0.0000;(0.0888, 1.1325, -7.1568);(0.0376, 0.0581, -0.0624, 0.9956);(0.1029, 0.5122, -6.7731);(0.1652, 0.0295, 0.0203, 0.9856);(0.0000, 0.0000, 0.0000);(0.3121, 0.0000, 3.2263);
701.1198;1;0;True;TrainInit;4.368;empty;empty;empty;7.0000;0.0000;(0.0896, 1.1289, -7.1554);(0.0572, 0.0616, -0.0563, 0.9949);(0.0996, 0.6314, -6.7807);(-0.1596, -0.0304, -0.0549, 0.9852);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, -7.0000);
702.6495;1;0;True;Focus;1.530;empty;empty;empty;7.0000;0.0000;(0.0889, 1.1283, -7.1525);(0.0559, 0.0602, -0.0532, 0.9952);(0.1191, 0.5904, -6.7839);(-0.0697, 0.0222, -0.1255, 0.9894);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, -7.0000);
702.6606;1;0;True;BeforeFade;0.011;FinalWolf;True;False;4.6081;0.0000;(0.0890, 1.1283, -7.1525);(0.0559, 0.0604, -0.0533, 0.9952);(0.1182, 0.5901, -6.7843);(-0.0686, 0.0210, -0.1240, 0.9897);(0.0000, 0.0000, 0.0000);(0.6800, 0.0000, 4.5577);
702.7612;1;0;True;Stimuli;0.101;FinalWolf;True;False;4.6081;0.0000;(0.0892, 1.1281, -7.1522);(0.0561, 0.0608, -0.0537, 0.9951);(0.1121, 0.5889, -6.7891);(-0.0584, 0.0115, -0.1191, 0.9911);(0.0000, 0.0000, 0.0000);(0.6800, 0.0000, 4.5577);
703.7664;1;0;True;AfterFade;1.005;FinalWolf;True;False;4.6081;0.0000;(0.0878, 1.1299, -7.1538);(0.0509, 0.0565, -0.0540, 0.9956);(0.1157, 0.5825, -6.7892);(-0.0562, 0.0066, -0.0939, 0.9940);(0.0000, 0.0000, 0.0000);(0.6800, 0.0000, 4.5577);
715.1373;1;0;True;Estimation;11.371;FinalWolf;True;False;4.6081;4.9199;(0.0820, 1.1286, -7.1557);(0.0559, 0.0585, -0.0490, 0.9955);(0.1323, 0.5779, -6.8162);(-0.0198, 0.0633, 0.0018, 0.9978);(0.7288, 0.0000, -2.1344);(0.6800, 0.0000, 4.5577);
716.9012;2;0;True;Focus;1.764;empty;empty;empty;7.0000;0.0000;(0.0824, 1.1283, -7.1551);(0.0576, 0.0594, -0.0494, 0.9953);(0.1327, 0.5778, -6.8160);(-0.0213, 0.0642, -0.0061, 0.9977);(0.7288, 0.0000, -2.1344);(0.0000, 0.0000, -7.0000);
