***SESSION HEADER***
{
  "Participant": "S18",
  "Timestamp": "10-36-18-21-02-2019"
}
---SESSION HEADER---
Timestamp;Trial;Round;Training;Phase;PhaseLenght;Stimulus;FearObject;BigObject;RealDistance;EstimatedDistance;HeadsetPosition;HeadsetRotation;ControllerPosition;ControllerRotation;EstimatedPosition;TruePosition;
493.4431;0;0;False;Rating;0.000;Pig;False;True;5.3962;0.0000;(0.1983, 1.0905, -7.1056);(-0.0551, 0.0750, -0.0439, 0.9947);(0.2050, 0.8073, -6.8735);(-0.1000, -0.1471, -0.1943, 0.9647);(0.0000, 0.0000, 0.0000);(0.5879, 0.0000, 5.3640);
501.0601;0;0;False;RatingInit;7.617;Pig;False;True;5.3962;0.0000;(0.1946, 1.0808, -7.1028);(0.0185, 0.0484, -0.0245, 0.9984);(0.2069, 0.8056, -6.8710);(-0.0836, -0.1415, -0.1866, 0.9686);(0.0000, 0.0000, 0.0000);(0.5879, 0.0000, 5.3640);
566.7251;0;0;False;Rating;0.000;Deer;False;False;4.9821;0.0000;(0.1946, 1.0836, -7.0985);(-0.0044, 0.0575, -0.0248, 0.9980);(0.2032, 0.8159, -6.8750);(-0.1053, -0.1617, -0.1992, 0.9608);(0.0000, 0.0000, 0.0000);(0.9354, 0.0000, 4.8935);
573.6505;1;0;True;TrainInit;6.925;empty;empty;empty;7.0000;0.0000;(0.1974, 1.0857, -7.0920);(-0.0164, 0.0555, -0.0243, 0.9980);(0.1847, 0.7994, -6.8804);(-0.0427, -0.2221, -0.1752, 0.9582);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, -7.0000);
575.3923;1;0;True;Focus;1.742;empty;empty;empty;7.0000;0.0000;(0.1954, 1.0838, -7.0957);(-0.0089, 0.0510, -0.0179, 0.9985);(0.1846, 0.7982, -6.8800);(-0.0382, -0.2233, -0.1802, 0.9572);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, -7.0000);
575.4034;1;0;True;BeforeFade;0.011;Rabbit;False;False;1.5678;0.0000;(0.1953, 1.0838, -7.0957);(-0.0089, 0.0510, -0.0177, 0.9985);(0.1844, 0.7981, -6.8800);(-0.0372, -0.2237, -0.1809, 0.9570);(0.0000, 0.0000, 0.0000);(-0.3727, 0.0000, 1.5228);
575.5039;1;0;True;Stimuli;0.101;Rabbit;False;False;1.5678;0.0000;(0.1951, 1.0842, -7.0963);(-0.0099, 0.0517, -0.0178, 0.9985);(0.1841, 0.7989, -6.8801);(-0.0373, -0.2245, -0.1800, 0.9570);(0.0000, 0.0000, 0.0000);(-0.3727, 0.0000, 1.5228);
576.5093;1;0;True;AfterFade;1.005;Rabbit;False;False;1.5678;0.0000;(0.1964, 1.0844, -7.0974);(-0.0100, 0.0529, -0.0189, 0.9984);(0.1858, 0.8009, -6.8792);(-0.0404, -0.2245, -0.1787, 0.9571);(0.0000, 0.0000, 0.0000);(-0.3727, 0.0000, 1.5228);
597.7649;1;0;True;Estimation;21.255;Rabbit;False;False;1.5678;1.8225;(0.1768, 1.0677, -7.0898);(0.0811, -0.0092, 0.0112, 0.9966);(0.1596, 0.7107, -6.8522);(0.2017, -0.1190, -0.2398, 0.9422);(-0.4340, 0.0000, -5.2299);(-0.3727, 0.0000, 1.5228);
599.4510;2;0;True;Focus;1.686;empty;empty;empty;7.0000;0.0000;(0.1773, 1.0672, -7.0888);(0.0823, -0.0091, 0.0096, 0.9965);(0.1567, 0.7094, -6.8561);(0.2031, -0.1290, -0.2473, 0.9386);(-0.4340, 0.0000, -5.2299);(0.0000, 0.0000, -7.0000);
599.4625;2;0;True;BeforeFade;0.011;FinalWolf;True;False;4.7135;0.0000;(0.1773, 1.0672, -7.0888);(0.0822, -0.0091, 0.0098, 0.9965);(0.1567, 0.7094, -6.8562);(0.2031, -0.1292, -0.2473, 0.9386);(-0.4340, 0.0000, -5.2299);(-0.9252, 0.0000, 4.6218);
599.5627;2;0;True;Stimuli;0.100;FinalWolf;True;False;4.7135;0.0000;(0.1772, 1.0673, -7.0891);(0.0822, -0.0092, 0.0099, 0.9965);(0.1564, 0.7099, -6.8562);(0.2033, -0.1300, -0.2462, 0.9387);(-0.4340, 0.0000, -5.2299);(-0.9252, 0.0000, 4.6218);
600.5682;2;0;True;AfterFade;1.006;FinalWolf;True;False;4.7135;0.0000;(0.1765, 1.0678, -7.0895);(0.0797, -0.0113, 0.0114, 0.9967);(0.1547, 0.7115, -6.8570);(0.2019, -0.1397, -0.2428, 0.9385);(-0.4340, 0.0000, -5.2299);(-0.9252, 0.0000, 4.6218);
613.6141;2;0;True;Estimation;13.046;FinalWolf;True;False;4.7135;5.2806;(0.1708, 1.0672, -7.0905);(0.0802, -0.0171, 0.0185, 0.9965);(0.1787, 0.7623, -6.8593);(0.0044, -0.1209, -0.1657, 0.9787);(-1.0412, 0.0000, -1.8230);(-0.9252, 0.0000, 4.6218);
615.2337;3;0;True;Focus;1.620;empty;empty;empty;7.0000;0.0000;(0.1730, 1.0674, -7.0903);(0.0795, -0.0128, 0.0147, 0.9966);(0.1738, 0.7620, -6.8636);(0.0069, -0.1392, -0.1583, 0.9775);(-1.0412, 0.0000, -1.8230);(0.0000, 0.0000, -7.0000);
615.2446;3;0;True;BeforeFade;0.011;FinalSnake;True;False;2.5744;0.0000;(0.1731, 1.0673, -7.0903);(0.0795, -0.0126, 0.0145, 0.9967);(0.1738, 0.7619, -6.8637);(0.0072, -0.1393, -0.1583, 0.9775);(-1.0412, 0.0000, -1.8230);(0.0982, 0.0000, 2.5725);
615.3450;3;0;True;Stimuli;0.100;FinalSnake;True;False;2.5744;0.0000;(0.1729, 1.0675, -7.0905);(0.0794, -0.0124, 0.0144, 0.9967);(0.1724, 0.7621, -6.8643);(0.0077, -0.1421, -0.1599, 0.9768);(-1.0412, 0.0000, -1.8230);(0.0982, 0.0000, 2.5725);
